date,time,temperature,humidity,ventilation,light_intensity,ph,disease growth possibility level
2/26/2021,14:30,11.01,93,low,low,8.4,Moderate
2/26/2021,17:40,15.62,64,high,medium,8.3,Low
2/27/2021,8:30,10.02,89,low,low,8.7,Moderate
2/27/2021,11:40,16,59,high,medium,8.1,Low
2/27/2021,14:30,19.14,93,high,medium,5.2,High
2/27/2021,17:40,34.55,90,medium,high,5.6,High
2/28/2021,8:30,6.78,61,high,low,8.2,Low
2/28/2021,11:40,12.09,58,high,medium,8.7,Low
2/28/2021,14:30,32.01,86,low,high,6.6,High
2/28/2021,17:40,32.72,93,medium,high,5.8,High
3/1/2021,8:30,24.85,59,low,high,6.8,Moderate
3/1/2021,11:40,25.39,91,medium,high,5.6,High
3/1/2021,14:30,10.08,53,high,low,9,Low
3/1/2021,17:40,13.98,74,high,medium,8.8,Moderate
3/2/2021,8:30,21.94,58,low,high,5.6,Moderate
3/2/2021,11:40,16.17,60,high,medium,8.2,Low
3/2/2021,14:30,5.88,67,high,low,8.9,Low
3/2/2021,17:40,6.97,86,high,low,8.6,Moderate
3/3/2021,8:30,20.21,65,low,high,5.8,Moderate
3/3/2021,11:40,24.51,69,medium,high,6.8,Moderate
3/3/2021,14:30,20.07,55,high,high,5.4,Moderate
3/3/2021,17:40,6.88,73,high,low,8.7,Moderate
3/4/2021,8:30,33.21,54,high,high,6.7,Moderate
3/4/2021,11:40,29.31,90,low,high,5.4,High
3/4/2021,14:30,8.87,80,medium,low,8.1,Moderate
3/4/2021,17:40,15.79,82,low,medium,9,Moderate
3/5/2021,8:30,18.82,61,low,medium,5.9,Moderate
3/5/2021,11:40,6.79,52,high,low,8.2,Low
3/5/2021,14:30,8.31,64,high,low,8.3,Low
3/5/2021,17:40,15.09,63,high,medium,8.3,Low
3/6/2021,8:30,15.3,65,high,medium,8.5,Low
3/6/2021,11:40,33.19,96,low,high,6.5,High
3/6/2021,14:30,6.31,57,high,low,8.6,Low
3/6/2021,17:40,24.08,65,medium,high,7,Moderate
3/7/2021,8:30,10.44,65,high,low,8.7,Low
3/7/2021,11:40,5.85,67,high,low,8,Low
3/7/2021,14:30,23.75,55,medium,high,6.4,Moderate
3/7/2021,17:40,28.91,90,low,high,5.7,High
3/8/2021,8:30,21.85,66,high,high,6.3,Moderate
3/8/2021,11:40,9.15,65,high,low,8,Low
3/8/2021,14:30,14.32,55,high,medium,8.2,Low
3/8/2021,17:40,33.41,51,medium,high,5.9,Moderate
3/9/2021,8:30,30.89,55,high,high,5,Moderate
3/9/2021,11:40,18.9,51,low,medium,5.3,Moderate
3/9/2021,14:30,23.66,97,high,high,6.3,High
3/9/2021,17:40,11.36,70,high,low,9,Moderate
3/10/2021,8:30,12.2,55,high,medium,8.3,Low
3/10/2021,11:40,23.18,52,medium,high,6.9,Moderate
3/10/2021,14:30,10.75,84,medium,low,8.8,Moderate
3/10/2021,17:40,10.58,99,medium,low,8.6,Moderate
3/11/2021,8:30,13.6,68,high,medium,8.9,Low
3/11/2021,11:40,12.73,51,high,medium,8.9,Low
3/11/2021,14:30,16.72,91,low,medium,8.5,Moderate
3/11/2021,17:40,8.09,61,high,low,8.9,Low
3/12/2021,8:30,8.49,56,high,low,8.9,Low
3/12/2021,11:40,14.97,52,high,medium,8.9,Low
3/12/2021,14:30,20.66,69,high,high,6.6,Moderate
3/12/2021,17:40,8.18,79,medium,low,8.5,Moderate
3/13/2021,8:30,31.2,64,low,high,5.1,Moderate
3/13/2021,11:40,23.02,50,low,high,6.4,Moderate
3/13/2021,14:30,13.47,68,high,medium,8.5,Low
3/13/2021,17:40,25.38,66,medium,high,5.5,Moderate
3/14/2021,8:30,7.19,90,medium,low,8.9,Moderate
3/14/2021,11:40,33.6,70,high,high,6.7,High
3/14/2021,14:30,10.93,82,medium,low,8.8,Moderate
3/14/2021,17:40,5.59,70,high,low,8.2,Moderate
3/15/2021,8:30,14.41,67,high,medium,8.8,Low
3/15/2021,11:40,33.92,98,low,high,5.8,High
3/15/2021,14:30,14.86,98,low,medium,8.4,Moderate
3/15/2021,17:40,10.74,56,high,low,8.8,Low
3/16/2021,8:30,13.65,64,high,medium,8.6,Low
3/16/2021,11:40,5.27,51,high,low,8.2,Low
3/16/2021,14:30,9.97,64,high,low,8.3,Low
3/16/2021,17:40,23.78,95,low,high,6,High
3/17/2021,8:30,22.86,58,medium,high,7,Moderate
3/17/2021,11:40,11.75,65,high,low,8.5,Low
3/17/2021,14:30,28.72,72,high,high,6.9,High
3/17/2021,17:40,8.8,78,low,low,8.6,Moderate
3/18/2021,8:30,15.2,62,high,medium,8.7,Low
3/18/2021,11:40,16.96,95,medium,medium,8.6,Moderate
3/18/2021,14:30,8.99,58,high,low,8.1,Low
3/18/2021,17:40,8.74,62,high,low,8.2,Low
3/19/2021,8:30,13.8,51,high,medium,8.6,Low
3/19/2021,11:40,10.17,92,low,low,8.5,Moderate
3/19/2021,14:30,21.61,80,medium,high,6.6,High
3/19/2021,17:40,12.3,74,low,medium,8.7,Moderate
3/20/2021,8:30,33.25,99,high,high,5.4,High
3/20/2021,11:40,15.9,50,high,medium,8.3,Low
3/20/2021,14:30,14.76,60,high,medium,9,Low
3/20/2021,17:40,14.22,69,high,medium,8.5,Low
3/21/2021,8:30,28.16,52,low,high,5.4,Moderate
3/21/2021,11:40,5.37,66,high,low,8.2,Low
3/21/2021,14:30,9.69,54,high,low,8.4,Low
3/21/2021,17:40,14.9,57,high,medium,8.5,Low
3/22/2021,8:30,6.29,91,medium,low,9,Moderate
3/22/2021,11:40,21.55,71,low,high,6.6,High
3/22/2021,14:30,14.75,69,high,medium,8.6,Low
3/22/2021,17:40,10.62,95,high,low,8.5,Moderate
3/23/2021,8:30,16.04,94,medium,medium,8.2,Moderate
3/23/2021,11:40,16.53,87,low,medium,8.8,Moderate
3/23/2021,14:30,22.63,80,medium,high,6.4,High
3/23/2021,17:40,21.53,53,high,high,5.6,Moderate
3/24/2021,8:30,27.92,72,medium,high,6.2,High
3/24/2021,11:40,6.91,72,medium,low,8.2,Moderate
3/24/2021,14:30,7.7,90,high,low,8.1,Moderate
3/24/2021,17:40,24.63,69,medium,high,5.9,Moderate
3/25/2021,8:30,10.89,89,medium,low,8.7,Moderate
3/25/2021,11:40,6.29,70,high,low,8.9,Moderate
3/25/2021,14:30,34.14,55,medium,high,5.3,Moderate
3/25/2021,17:40,19.46,61,low,medium,6.1,Moderate
3/26/2021,8:30,8.08,62,high,low,8.7,Low
3/26/2021,11:40,15.29,51,high,medium,8.3,Low
3/26/2021,14:30,13.9,68,high,medium,8.4,Low
3/26/2021,17:40,11.28,64,high,low,8.1,Low
3/27/2021,8:30,8.49,65,high,low,9,Low
3/27/2021,11:40,5.63,68,high,low,8,Low
3/27/2021,14:30,13.49,92,low,medium,8.8,Moderate
3/27/2021,17:40,8.34,74,medium,low,9,Moderate
3/28/2021,8:30,19.75,80,low,medium,6.3,High
3/28/2021,11:40,15.11,64,high,medium,8.4,Low
3/28/2021,14:30,5.38,97,medium,low,8.7,Moderate
3/28/2021,17:40,33.74,100,medium,high,5.8,High
3/29/2021,8:30,8.84,58,high,low,8.6,Low
3/29/2021,11:40,21.44,84,medium,high,5.2,High
3/29/2021,14:30,5.93,62,high,low,8.4,Low
3/29/2021,17:40,7.72,53,high,low,8.6,Low
3/30/2021,8:30,27.49,52,high,high,6.1,Moderate
3/30/2021,11:40,5.65,57,high,low,8.6,Low
3/30/2021,14:30,31,89,high,high,5.1,High
3/30/2021,17:40,34.01,66,low,high,5.2,Moderate
3/31/2021,8:30,6.65,73,low,low,8.9,Moderate
3/31/2021,11:40,12.48,70,high,medium,8.8,Moderate
3/31/2021,14:30,26.79,58,low,high,5.6,Moderate
3/31/2021,17:40,32.67,99,low,high,6.3,High
4/1/2021,8:30,26.61,91,high,high,6.2,High
4/1/2021,11:40,15.65,73,high,medium,8.8,Moderate
4/1/2021,14:30,6.6,91,medium,low,8.6,Moderate
4/1/2021,17:40,10.24,69,high,low,8.5,Low
4/2/2021,8:30,9.22,59,high,low,8.6,Low
4/2/2021,11:40,11.63,65,high,low,8.6,Low
4/2/2021,14:30,6.94,99,low,low,8.9,Moderate
4/2/2021,17:40,11.24,53,high,low,8.4,Low
4/3/2021,8:30,29.48,57,medium,high,5.2,Moderate
4/3/2021,11:40,33.68,70,low,high,5.8,High
4/3/2021,14:30,11.4,81,low,low,8.6,Moderate
4/3/2021,17:40,14.67,50,high,medium,8.1,Low
4/4/2021,8:30,11.23,66,high,low,8.9,Low
4/4/2021,11:40,25.11,62,low,high,6.1,Moderate
4/4/2021,14:30,10.84,69,high,low,8.9,Low
4/4/2021,17:40,12.07,91,low,medium,8.3,Moderate
4/5/2021,8:30,9.89,72,medium,low,8.2,Moderate
4/5/2021,11:40,22.69,95,low,high,6.2,High
4/5/2021,14:30,16.41,67,high,medium,8.5,Low
4/5/2021,17:40,23.55,92,high,high,6.3,High
4/6/2021,8:30,26.68,58,high,high,6.7,Moderate
4/6/2021,11:40,15.93,67,high,medium,8.7,Low
4/6/2021,14:30,6.55,96,medium,low,8.8,Moderate
4/6/2021,17:40,27.94,58,low,high,5.9,Moderate
4/7/2021,8:30,15.9,60,high,medium,8.2,Low
4/7/2021,11:40,9.27,85,low,low,8.1,Moderate
4/7/2021,14:30,13.6,66,high,medium,8.3,Low
4/7/2021,17:40,8.17,97,low,low,8.6,Moderate
4/8/2021,8:30,31.85,87,low,high,5.5,High
4/8/2021,11:40,18.55,71,high,medium,6,High
4/8/2021,14:30,12.5,70,high,medium,8.2,Moderate
4/8/2021,17:40,9.9,55,high,low,8.2,Low
4/9/2021,8:30,15.05,64,high,medium,8.3,Low
4/9/2021,11:40,10.97,80,low,low,8.3,Moderate
4/9/2021,14:30,26.25,57,low,high,6.7,Moderate
4/9/2021,17:40,16.16,97,medium,medium,8.3,Moderate
4/10/2021,8:30,12.45,77,medium,medium,8.9,Moderate
4/10/2021,11:40,20.3,69,low,high,6.6,Moderate
4/10/2021,14:30,24.41,99,medium,high,5.9,High
4/10/2021,17:40,13.38,65,high,medium,8.2,Low
4/11/2021,8:30,8.67,72,low,low,8.8,Moderate
4/11/2021,11:40,5.87,61,high,low,9,Low
4/11/2021,14:30,21.35,79,medium,high,6,High
4/11/2021,17:40,7.97,58,high,low,8.5,Low
4/12/2021,8:30,8.71,63,high,low,8.8,Low
4/12/2021,11:40,5.15,90,high,low,8.9,Moderate
4/12/2021,14:30,10.51,59,high,low,8.2,Low
4/12/2021,17:40,27.11,64,low,high,6.4,Moderate
4/13/2021,8:30,6.89,54,high,low,8.3,Low
4/13/2021,11:40,33.55,69,low,high,5.2,Moderate
4/13/2021,14:30,8.34,62,high,low,8.1,Low
4/13/2021,17:40,28.39,76,high,high,5.5,High
4/14/2021,8:30,30.36,72,low,high,5.4,High
4/14/2021,11:40,9.2,91,medium,low,8.5,Moderate
4/14/2021,14:30,10.11,72,low,low,8.2,Moderate
4/14/2021,17:40,5.12,67,high,low,8.1,Low
4/15/2021,8:30,9.82,67,high,low,8.3,Low
4/15/2021,11:40,9.37,66,high,low,8.5,Low
4/15/2021,14:30,13.63,53,high,medium,8.9,Low
4/15/2021,17:40,15.71,88,medium,medium,8.1,Moderate
4/16/2021,8:30,14.37,74,medium,medium,8.9,Moderate
4/16/2021,11:40,7.23,60,high,low,8.1,Low
4/16/2021,14:30,14.93,77,low,medium,8.4,Moderate
4/16/2021,17:40,14.38,55,high,medium,8,Low
4/17/2021,8:30,10.36,67,high,low,8.4,Low
4/17/2021,11:40,10.95,66,high,low,8.1,Low
4/17/2021,14:30,5.36,58,high,low,8.2,Low
4/17/2021,17:40,7.46,65,high,low,8.9,Low
4/18/2021,8:30,19.07,51,medium,medium,6.3,Moderate
4/18/2021,11:40,9.98,63,high,low,8.8,Low
4/18/2021,14:30,14.89,68,high,medium,8.4,Low
4/18/2021,17:40,15.92,92,medium,medium,8.4,Moderate
4/19/2021,8:30,5.31,70,high,low,8.6,Moderate
4/19/2021,11:40,31.7,62,medium,high,6.3,Moderate
4/19/2021,14:30,8.16,98,medium,low,8.2,Moderate
4/19/2021,17:40,9.24,52,high,low,8.5,Low
4/20/2021,8:30,33.51,68,low,high,5.3,Moderate
4/20/2021,11:40,15.94,64,high,medium,8.7,Low
4/20/2021,14:30,9.51,67,high,low,8.6,Low
4/20/2021,17:40,23.21,99,low,high,6.3,High
4/21/2021,8:30,12.57,67,high,medium,8.9,Low
4/21/2021,11:40,10.57,81,low,low,8.4,Moderate
4/21/2021,14:30,33.62,90,low,high,5.8,High
4/21/2021,17:40,23.75,58,medium,high,6.8,Moderate
4/22/2021,8:30,16.6,100,medium,medium,8.3,Moderate
4/22/2021,11:40,31.45,80,low,high,5.4,High
4/22/2021,14:30,10.21,58,high,low,8.1,Low
4/22/2021,17:40,8.22,85,high,low,8.5,Moderate
4/23/2021,8:30,12.16,80,high,medium,8.5,Moderate
4/23/2021,11:40,6.83,50,high,low,8.5,Low
4/23/2021,14:30,11.24,65,high,low,8.4,Low
4/23/2021,17:40,10.25,59,high,low,8.9,Low
4/24/2021,8:30,15.12,78,low,medium,8.8,Moderate
4/24/2021,11:40,8.47,61,high,low,8.8,Low
4/24/2021,14:30,16.42,88,high,medium,8.5,Moderate
4/24/2021,17:40,9.38,69,high,low,8.2,Low
4/25/2021,8:30,12.93,50,high,medium,8.1,Low
4/25/2021,11:40,16.76,51,high,medium,8.2,Low
4/25/2021,14:30,14.88,91,low,medium,8.5,Moderate
4/25/2021,17:40,13.85,95,medium,medium,8.7,Moderate
4/26/2021,8:30,5.26,55,high,low,8.8,Low
4/26/2021,11:40,13.89,67,high,medium,8.3,Low
4/26/2021,14:30,8.52,51,high,low,8.5,Low
4/26/2021,17:40,24.34,92,medium,high,5.3,High
4/27/2021,8:30,25.69,74,high,high,5.9,High
4/27/2021,11:40,14.7,57,high,medium,8.3,Low
4/27/2021,14:30,15.18,70,high,medium,8.7,Moderate
4/27/2021,17:40,16.93,62,high,medium,8.2,Low
4/28/2021,8:30,10.21,58,high,low,8.2,Low
4/28/2021,11:40,29.46,65,low,high,6.8,Moderate
4/28/2021,14:30,22.16,88,low,high,5.3,High
4/28/2021,17:40,10.78,53,high,low,8.3,Low
4/29/2021,8:30,5.83,89,low,low,8.3,Moderate
4/29/2021,11:40,11.28,76,low,low,8.4,Moderate
4/29/2021,14:30,12.58,85,low,medium,8.7,Moderate
4/29/2021,17:40,8.02,68,high,low,8.7,Low
4/30/2021,8:30,14.45,62,high,medium,8.3,Low
4/30/2021,11:40,11.07,77,high,low,8.6,Moderate
4/30/2021,14:30,5.56,62,high,low,8.1,Low
4/30/2021,17:40,22.71,77,low,high,6.2,High
5/1/2021,8:30,11.11,75,medium,low,8.4,Moderate
5/1/2021,11:40,13.15,86,low,medium,8.2,Moderate
5/1/2021,14:30,22.62,59,medium,high,6.9,Moderate
5/1/2021,17:40,5.97,54,high,low,8.4,Low
5/2/2021,8:30,14.71,69,high,medium,8.5,Low
5/2/2021,11:40,7.01,70,high,low,8.2,Moderate
5/2/2021,14:30,9.33,98,medium,low,8.2,Moderate
5/2/2021,17:40,11.03,63,high,low,8,Low
5/3/2021,8:30,7.4,81,low,low,8.7,Moderate
5/3/2021,11:40,14.39,76,low,medium,8.7,Moderate
5/3/2021,14:30,9.65,67,high,low,8.8,Low
5/3/2021,17:40,13.4,70,high,medium,9,Moderate
5/4/2021,8:30,10.01,57,high,low,8.9,Low
5/4/2021,11:40,32.16,98,high,high,6.6,High
5/4/2021,14:30,33.43,78,high,high,6.8,High
5/4/2021,17:40,32.26,70,medium,high,5.4,High
5/5/2021,8:30,12.78,92,medium,medium,8.5,Moderate
5/5/2021,11:40,12.82,62,high,medium,8.9,Low
5/5/2021,14:30,5.93,64,high,low,8.3,Low
5/5/2021,17:40,10.83,69,high,low,8.6,Low
5/6/2021,8:30,13.65,58,high,medium,8.1,Low
5/6/2021,11:40,8.28,66,high,low,8.8,Low
5/6/2021,14:30,13.9,60,high,medium,8.2,Low
5/6/2021,17:40,12.56,68,high,medium,8.5,Low
5/7/2021,8:30,21.66,59,medium,high,5.1,Moderate
5/7/2021,11:40,7.2,100,high,low,8.6,Moderate
5/7/2021,14:30,27.01,50,medium,high,5.1,Moderate
5/7/2021,17:40,11.9,68,high,low,8.4,Low
5/8/2021,8:30,34.88,53,low,high,5.3,Moderate
5/8/2021,11:40,24.59,53,low,high,6,Moderate
5/8/2021,14:30,31.3,58,high,high,5.5,Moderate
5/8/2021,17:40,14.91,73,low,medium,8.8,Moderate
5/9/2021,8:30,28.7,74,medium,high,5.6,High
5/9/2021,11:40,5.27,79,medium,low,8.2,Moderate
5/9/2021,14:30,21.02,80,medium,high,6.9,High
5/9/2021,17:40,16.88,64,high,medium,8,Low
5/10/2021,8:30,31.53,61,low,high,6.5,Moderate
5/10/2021,11:40,26.9,54,medium,high,7,Moderate
5/10/2021,14:30,8.05,90,medium,low,8.9,Moderate
5/10/2021,17:40,14.39,66,high,medium,9,Low
5/11/2021,8:30,15.12,51,high,medium,8.4,Low
5/11/2021,11:40,16.84,57,high,medium,8.2,Low
5/11/2021,14:30,14.4,64,high,medium,8,Low
5/11/2021,17:40,14.43,53,high,medium,8.1,Low
5/12/2021,8:30,25.8,83,low,high,5.9,High
5/12/2021,11:40,7.08,57,high,low,8.6,Low
5/12/2021,14:30,9.25,67,high,low,8,Low
5/12/2021,17:40,20.31,54,low,high,6.8,Moderate
5/13/2021,8:30,15.03,56,high,medium,8.2,Low
5/13/2021,11:40,33.4,85,low,high,6.1,High
5/13/2021,14:30,12.37,66,high,medium,8.4,Low
5/13/2021,17:40,19.24,91,medium,medium,6.6,High
5/14/2021,8:30,6.97,60,high,low,8.1,Low
5/14/2021,11:40,13.26,66,high,medium,8,Low
5/14/2021,14:30,5.98,61,high,low,8.8,Low
5/14/2021,17:40,12.8,72,high,medium,8.7,Moderate
5/15/2021,8:30,23.93,50,medium,high,6.2,Moderate
5/15/2021,11:40,12.14,100,low,medium,9,Moderate
5/15/2021,14:30,24.53,61,medium,high,6.2,Moderate
5/15/2021,17:40,6.49,58,high,low,8.1,Low
5/16/2021,8:30,7.03,63,high,low,8.1,Low
5/16/2021,11:40,28.25,93,medium,high,5.8,High
5/16/2021,14:30,11.92,62,high,low,8.7,Low
5/16/2021,17:40,11.52,57,high,low,8.3,Low
5/17/2021,8:30,16.62,66,high,medium,8.7,Low
5/17/2021,11:40,13.88,75,medium,medium,8.4,Moderate
5/17/2021,14:30,13.33,70,high,medium,8.1,Moderate
5/17/2021,17:40,16.24,89,low,medium,8.9,Moderate
5/18/2021,8:30,7.06,59,high,low,8.4,Low
5/18/2021,11:40,34.36,99,medium,high,5.8,High
5/18/2021,14:30,15.26,66,high,medium,8.1,Low
5/18/2021,17:40,11.66,53,high,low,8.9,Low
5/19/2021,8:30,12.26,57,high,medium,8.2,Low
5/19/2021,11:40,15.68,91,low,medium,8.4,Moderate
5/19/2021,14:30,14.42,65,high,medium,8.2,Low
5/19/2021,17:40,16.61,97,high,medium,8.2,Moderate
5/20/2021,8:30,9.91,76,high,low,8.3,Moderate
5/20/2021,11:40,12.47,89,medium,medium,8.8,Moderate
5/20/2021,14:30,18.2,66,medium,medium,6.3,Moderate
5/20/2021,17:40,30.47,63,medium,high,6.7,Moderate
5/21/2021,8:30,15.11,70,high,medium,8.9,Moderate
5/21/2021,11:40,34.39,78,high,high,5.4,High
5/21/2021,14:30,6.29,59,high,low,8.2,Low
5/21/2021,17:40,33.92,65,low,high,5.3,Moderate
5/22/2021,8:30,26.43,61,medium,high,5.8,Moderate
5/22/2021,11:40,18.33,78,medium,medium,6.2,High
5/22/2021,14:30,30.29,98,low,high,6.5,High
5/22/2021,17:40,10.57,51,high,low,8.5,Low
5/23/2021,8:30,6.45,66,high,low,8.9,Low
5/23/2021,11:40,13.36,61,high,medium,8.5,Low
5/23/2021,14:30,16.55,80,medium,medium,8.4,Moderate
5/23/2021,17:40,28.31,82,medium,high,5.2,High
5/24/2021,8:30,25.78,65,medium,high,5.4,Moderate
5/24/2021,11:40,6.24,56,high,low,8.1,Low
5/24/2021,14:30,22.63,99,medium,high,5.8,High
5/24/2021,17:40,6.84,83,low,low,8.1,Moderate
5/25/2021,8:30,25.27,71,medium,high,5.1,High
5/25/2021,11:40,31.05,86,high,high,5.2,High
5/25/2021,14:30,14.39,60,high,medium,8.2,Low
5/25/2021,17:40,12.57,68,high,medium,8.6,Low
5/26/2021,8:30,14.16,94,high,medium,8.8,Moderate
5/26/2021,11:40,15.16,97,medium,medium,8.4,Moderate
5/26/2021,14:30,25.91,62,low,high,5.5,Moderate
5/26/2021,17:40,8.62,54,high,low,8.9,Low
5/27/2021,8:30,13.09,64,high,medium,8.2,Low
5/27/2021,11:40,9.19,66,high,low,8.3,Low
5/27/2021,14:30,12.55,63,high,medium,8.2,Low
5/27/2021,17:40,9.42,67,high,low,8.7,Low
5/28/2021,8:30,13.95,52,high,medium,8.2,Low
5/28/2021,11:40,28.81,55,high,high,6.7,Moderate
5/28/2021,14:30,12.91,67,high,medium,8.5,Low
5/28/2021,17:40,10.52,83,medium,low,8.1,Moderate
5/29/2021,8:30,15.11,66,high,medium,8.7,Low
5/29/2021,11:40,11.78,57,high,low,8.1,Low
5/29/2021,14:30,12.75,57,high,medium,8.4,Low
5/29/2021,17:40,6.54,54,high,low,9,Low
5/30/2021,8:30,10.07,64,high,low,8.8,Low
5/30/2021,11:40,10.16,63,high,low,8.8,Low
5/30/2021,14:30,26.54,62,high,high,6.4,Moderate
5/30/2021,17:40,7.34,51,high,low,9,Low
5/31/2021,8:30,5.61,67,high,low,8.9,Low
5/31/2021,11:40,12.71,63,high,medium,8.9,Low
5/31/2021,14:30,10.77,97,low,low,9,Moderate
5/31/2021,17:40,7.93,55,high,low,9,Low
6/1/2021,8:30,6.56,97,high,low,8.1,Moderate
6/1/2021,11:40,23.48,62,medium,high,6.1,Moderate
6/1/2021,14:30,31.5,51,low,high,7,Moderate
6/1/2021,17:40,32.79,72,medium,high,5.3,High
6/2/2021,8:30,24.36,57,low,high,5.1,Moderate
6/2/2021,11:40,28.66,90,medium,high,5.3,High
6/2/2021,14:30,6.63,68,high,low,8.3,Low
6/2/2021,17:40,31.41,88,low,high,7,High
6/3/2021,8:30,12.97,67,high,medium,8.4,Low
6/3/2021,11:40,26.83,71,high,high,5.7,High
6/3/2021,14:30,7.59,65,high,low,8.6,Low
6/3/2021,17:40,7.93,54,high,low,8.3,Low
6/4/2021,8:30,19.5,66,high,medium,7,Moderate
6/4/2021,11:40,16.64,57,high,medium,8.2,Low
6/4/2021,14:30,14.46,93,medium,medium,9,Moderate
6/4/2021,17:40,7.6,64,high,low,8.9,Low
6/5/2021,8:30,25.11,82,low,high,6.5,High
6/5/2021,11:40,16.62,66,high,medium,8.5,Low
6/5/2021,14:30,14.7,80,medium,medium,8.5,Moderate
6/5/2021,17:40,5.16,50,high,low,8.8,Low
6/6/2021,8:30,33.16,60,medium,high,5.6,Moderate
6/6/2021,11:40,12.2,55,high,medium,8.1,Low
6/6/2021,14:30,8.67,64,high,low,8.7,Low
6/6/2021,17:40,7.67,65,high,low,8.5,Low
6/7/2021,8:30,13.28,57,high,medium,8,Low
6/7/2021,11:40,16.1,53,high,medium,8.1,Low
6/7/2021,14:30,33.52,85,low,high,5.3,High
6/7/2021,17:40,16.81,58,high,medium,8.6,Low
6/8/2021,8:30,7.48,85,low,low,9,Moderate
6/8/2021,11:40,31.19,69,low,high,5.5,Moderate
6/8/2021,14:30,6.26,68,high,low,8.7,Low
6/8/2021,17:40,11.49,63,high,low,8.9,Low
6/9/2021,8:30,17,55,high,medium,8.5,Low
6/9/2021,11:40,5.01,66,high,low,8.4,Low
6/9/2021,14:30,6.14,59,high,low,8.7,Low
6/9/2021,17:40,10.37,62,high,low,8.7,Low
6/10/2021,8:30,7.89,69,high,low,9,Low
6/10/2021,11:40,12.86,83,low,medium,8.6,Moderate
6/10/2021,14:30,10.04,52,high,low,8.7,Low
6/10/2021,17:40,29.91,61,medium,high,5.5,Moderate
6/11/2021,8:30,34.17,95,medium,high,5,High
6/11/2021,11:40,16.68,65,high,medium,8.8,Low
6/11/2021,14:30,7.79,57,high,low,8.5,Low
6/11/2021,17:40,10.53,65,high,low,8.6,Low
6/12/2021,8:30,34.65,58,medium,high,5.6,Moderate
6/12/2021,11:40,32.22,94,high,high,6.7,High
6/12/2021,14:30,15.33,57,high,medium,8,Low
6/12/2021,17:40,6.23,61,high,low,8.9,Low
6/13/2021,8:30,33.48,63,high,high,6.6,Moderate
6/13/2021,11:40,24.51,97,medium,high,6.2,High
6/13/2021,14:30,15.3,61,high,medium,8.2,Low
6/13/2021,17:40,11.61,95,low,low,8.7,Moderate
6/14/2021,8:30,8.35,74,low,low,8.9,Moderate
6/14/2021,11:40,7.05,54,high,low,8,Low
6/14/2021,14:30,6.7,60,high,low,8.6,Low
6/14/2021,17:40,14.26,99,medium,medium,8.8,Moderate
6/15/2021,8:30,13.42,58,high,medium,8.4,Low
6/15/2021,11:40,14.56,58,high,medium,8.5,Low
6/15/2021,14:30,27.3,73,medium,high,5.6,High
6/15/2021,17:40,22.55,84,high,high,6.5,High
6/16/2021,8:30,13.1,69,high,medium,8.1,Low
6/16/2021,11:40,23.27,73,medium,high,6.6,High
6/16/2021,14:30,6.37,78,medium,low,8.6,Moderate
6/16/2021,17:40,20.48,79,medium,high,6.4,High
6/17/2021,8:30,31.87,57,medium,high,6.4,Moderate
6/17/2021,11:40,9.23,66,high,low,8.6,Low
6/17/2021,14:30,7.76,97,medium,low,8.4,Moderate
6/17/2021,17:40,22.77,55,high,high,6.9,Moderate
6/18/2021,8:30,13.96,67,high,medium,8.3,Low
6/18/2021,11:40,9.84,68,high,low,8,Low
6/18/2021,14:30,10.76,51,high,low,8.1,Low
6/18/2021,17:40,18.6,76,medium,medium,6.4,High
6/19/2021,8:30,12.58,68,high,medium,8.9,Low
6/19/2021,11:40,15.21,65,high,medium,8.3,Low
6/19/2021,14:30,11.82,54,high,low,8.8,Low
6/19/2021,17:40,10.01,52,high,low,8.6,Low
6/20/2021,8:30,25.99,58,low,high,5.4,Moderate
6/20/2021,11:40,25.88,64,medium,high,5.3,Moderate
6/20/2021,14:30,12.05,51,high,medium,8.8,Low
6/20/2021,17:40,6.95,83,high,low,8,Moderate
6/21/2021,8:30,10.24,66,high,low,8.6,Low
6/21/2021,11:40,24.43,66,medium,high,5.2,Moderate
6/21/2021,14:30,33.1,89,high,high,5.8,High
6/21/2021,17:40,30.05,50,medium,high,6.5,Moderate
6/22/2021,8:30,16.94,57,high,medium,8.7,Low
6/22/2021,11:40,13.94,57,high,medium,8.7,Low
6/22/2021,14:30,30.62,67,low,high,5.1,Moderate
6/22/2021,17:40,6.39,71,low,low,8.9,Moderate
6/23/2021,8:30,14.07,85,low,medium,8.4,Moderate
6/23/2021,11:40,31.71,74,low,high,5.6,High
6/23/2021,14:30,13.64,98,low,medium,8.2,Moderate
6/23/2021,17:40,7.45,68,high,low,8.9,Low
6/24/2021,8:30,30.48,50,medium,high,5.8,Moderate
6/24/2021,11:40,15.73,75,high,medium,8.3,Moderate
6/24/2021,14:30,6.88,78,low,low,8.3,Moderate
6/24/2021,17:40,8.59,94,low,low,8.2,Moderate
6/25/2021,8:30,25.19,91,medium,high,5.4,High
6/25/2021,11:40,25.35,83,low,high,5.6,High
6/25/2021,14:30,21.14,60,medium,high,5.4,Moderate
6/25/2021,17:40,8.97,52,high,low,8.1,Low
6/26/2021,8:30,8.73,70,high,low,8.6,Moderate
6/26/2021,11:40,9.1,58,high,low,8.1,Low
6/26/2021,14:30,12.95,98,low,medium,8.5,Moderate
